3.0,118,1
3.33333333333,101,1
3.66666666667,103,1
4.0,146,1
4.33333333333,118,1
4.66666666667,113,1
3.0,75,1
3.25,72,1
3.5,170,1
3.75,50004,0
4.0,16,1
4.25,34,1
4.5,50002,0
4.75,48,1
3.0,20,1
3.2,27,1
3.4,51,1
3.6,28,1
3.8,22,1
4.0,35,1
4.2,24,1
4.4,33,1
4.6,36,1
4.8,95,1
3.0,30,1
3.16666666667,22,1
3.33333333333,47,1
3.5,46,1
3.66666666667,98,1
3.83333333333,97,1
4.0,52,1
4.16666666667,144,1
4.33333333333,50004,0
4.5,260,1
4.66666666667,50001,0
4.83333333333,38,1
3.0,27,1
3.14285714286,23,1
3.28571428571,40,1
3.42857142857,56,1
3.57142857143,46,1
3.71428571429,189,1
3.85714285714,30,1
4.0,197,1
4.14285714286,17,1
4.28571428571,54,1
4.42857142857,50004,0
4.57142857143,57,1
4.71428571429,97,1
4.85714285714,85,1
3.0,44,1
3.125,55,1
3.25,41,1
3.375,25,1
3.5,51,1
3.625,93,1
3.75,96,1
3.875,37,1
4.0,51,1
4.125,50004,0
4.25,101,1
4.375,50004,0
4.5,50004,0
4.625,46,1
4.75,168,1
4.875,48,1
3.0,48,1
3.11111111111,41,1
3.22222222222,36,1
3.33333333333,66,1
3.44444444444,38,1
3.55555555556,27,1
3.66666666667,88,1
3.77777777778,132,1
3.88888888889,42,1
4.0,133,1
4.11111111111,288,1
4.22222222222,199,1
4.33333333333,556,1
4.44444444444,50002,0
4.55555555556,217,1
4.66666666667,53,1
4.77777777778,47,1
4.88888888889,68,1
3.0,58,1
3.1,46,1
3.2,50,1
3.3,49,1
3.4,29,1
3.5,47,1
3.6,50003,0
3.7,100,1
3.8,56,1
3.9,46,1
4.0,50002,0
4.1,50004,0
4.2,50009,0
4.3,58,1
4.4,50003,0
4.5,48,1
4.6,284,1
4.7,239,1
4.8,50004,0
4.9,183,1
3.0,45,1
3.09090909091,61,1
3.18181818182,32,1
3.27272727273,65,1
3.36363636364,46,1
3.45454545455,46,1
3.54545454545,100,1
3.63636363636,324,1
3.72727272727,105,1
3.81818181818,50004,0
3.90909090909,84,1
4.0,73,1
4.09090909091,148,1
4.18181818182,50002,0
4.27272727273,66,1
4.36363636364,155,1
4.45454545455,453,1
4.54545454545,319,1
4.63636363636,197,1
4.72727272727,546,1
4.81818181818,105,1
4.90909090909,50,1
3.0,66,1
3.08333333333,273,1
3.16666666667,36,1
3.25,77,1
3.33333333333,51,1
3.41666666667,51,1
3.5,46,1
3.58333333333,68,1
3.66666666667,97,1
3.75,106,1
3.83333333333,82,1
3.91666666667,83,1
4.0,67,1
4.08333333333,117,1
4.16666666667,52,1
4.25,81,1
4.33333333333,50003,0
4.41666666667,50002,0
4.5,50010,0
4.58333333333,472,1
4.66666666667,50002,0
4.75,908,1
4.83333333333,50002,0
4.91666666667,222,1
3.0,72,1
3.07692307692,58,1
3.15384615385,51,1
3.23076923077,155,1
3.30769230769,56,1
3.38461538462,88,1
3.46153846154,81,1
3.53846153846,56,1
3.61538461538,122,1
3.69230769231,1825,1
3.76923076923,169,1
3.84615384615,128,1
3.92307692308,1172,1
4.0,113,1
4.07692307692,115,1
4.15384615385,73,1
4.23076923077,50001,0
4.30769230769,128,1
4.38461538462,50005,0
4.46153846154,50006,0
4.53846153846,113,1
4.61538461538,149,1
4.69230769231,174,1
4.76923076923,226,1
4.84615384615,50004,0
4.92307692308,50004,0
3.0,87,1
3.07142857143,92,1
3.14285714286,46,1
3.21428571429,95,1
3.28571428571,46,1
3.35714285714,133,1
3.42857142857,762,1
3.5,45,1
3.57142857143,282,1
3.64285714286,58,1
3.71428571429,48,1
3.78571428571,291,1
3.85714285714,49,1
3.92857142857,90,1
4.0,70,1
4.07142857143,185,1
4.14285714286,81,1
4.21428571429,50004,0
4.28571428571,69,1
4.35714285714,50004,0
4.42857142857,306,1
4.5,243,1
4.57142857143,502,1
4.64285714286,318,1
4.71428571429,149,1
4.78571428571,61,1
4.85714285714,229,1
4.92857142857,63,1
3.0,64,1
3.06666666667,199,1
3.13333333333,58,1
3.2,87,1
3.26666666667,61,1
3.33333333333,571,1
3.4,92,1
3.46666666667,77,1
3.53333333333,87,1
3.6,429,1
3.66666666667,199,1
3.73333333333,50005,0
3.8,263,1
3.86666666667,142,1
3.93333333333,98,1
4.0,93,1
4.06666666667,61,1
4.13333333333,73,1
4.2,258,1
4.26666666667,50005,0
4.33333333333,50005,0
4.4,170,1
4.46666666667,50008,0
4.53333333333,50002,0
4.6,50011,0
4.66666666667,50004,0
4.73333333333,50007,0
4.8,50005,0
4.86666666667,362,1
4.93333333333,128,1
3.0,64,1
3.0625,102,1
3.125,239,1
3.1875,76,1
3.25,120,1
3.3125,107,1
3.375,52,1
3.4375,97,1
3.5,131,1
3.5625,77,1
3.625,149,1
3.6875,75,1
3.75,138,1
3.8125,100,1
3.875,371,1
3.9375,82,1
4.0,329,1
4.0625,609,1
4.125,102,1
4.1875,237,1
4.25,85,1
4.3125,510,1
4.375,719,1
4.4375,492,1
4.5,50005,0
4.5625,483,1
4.625,50002,0
4.6875,50008,0
4.75,50001,0
4.8125,50006,0
4.875,544,1
4.9375,50004,0
3.0,627,1
3.05882352941,76,1
3.11764705882,288,1
3.17647058824,143,1
3.23529411765,631,1
3.29411764706,138,1
3.35294117647,101,1
3.41176470588,542,1
3.47058823529,61,1
3.52941176471,283,1
3.58823529412,75,1
3.64705882353,77,1
3.70588235294,249,1
3.76470588235,234,1
3.82352941176,120,1
3.88235294118,108,1
3.94117647059,70,1
4.0,128,1
4.05882352941,50001,0
4.11764705882,136,1
4.17647058824,50006,0
4.23529411765,50024,0
4.29411764706,180,1
4.35294117647,1218,1
4.41176470588,589,1
4.47058823529,178,1
4.52941176471,92,1
4.58823529412,378,1
4.64705882353,50011,0
4.70588235294,177,1
4.76470588235,50004,0
4.82352941176,50034,0
4.88235294118,250,1
4.94117647059,138,1
3.0,61,1
3.05555555556,223,1
3.11111111111,112,1
3.16666666667,216,1
3.22222222222,692,1
3.27777777778,70,1
3.33333333333,251,1
3.38888888889,98,1
3.44444444444,140,1
3.5,112,1
3.55555555556,101,1
3.61111111111,199,1
3.66666666667,50004,0
3.72222222222,86,1
3.77777777778,177,1
3.83333333333,113,1
3.88888888889,720,1
3.94444444444,97,1
4.0,194,1
4.05555555556,50004,0
4.11111111111,166,1
4.16666666667,79,1
4.22222222222,236,1
4.27777777778,312,1
4.33333333333,906,1
4.38888888889,124,1
4.44444444444,50004,0
4.5,510,1
4.55555555556,50008,0
4.61111111111,50004,0
4.66666666667,50001,0
4.72222222222,50004,0
4.77777777778,50005,0
4.83333333333,101,1
4.88888888889,934,1
4.94444444444,50009,0
3.0,311,1
3.05263157895,196,1
3.10526315789,64,1
3.15789473684,72,1
3.21052631579,105,1
3.26315789474,117,1
3.31578947368,316,1
3.36842105263,216,1
3.42105263158,66,1
3.47368421053,77,1
3.52631578947,220,1
3.57894736842,87,1
3.63157894737,335,1
3.68421052632,922,1
3.73684210526,121,1
3.78947368421,87,1
3.84210526316,50004,0
3.89473684211,142,1
3.94736842105,784,1
4.0,101,1
4.05263157895,2971,1
4.10526315789,50005,0
4.15789473684,207,1
4.21052631579,1095,1
4.26315789474,182,1
4.31578947368,327,1
4.36842105263,50006,0
4.42105263158,307,1
4.47368421053,50003,0
4.52631578947,134,1
4.57894736842,417,1
4.63157894737,329,1
4.68421052632,50004,0
4.73684210526,50004,0
4.78947368421,50001,0
4.84210526316,1481,1
4.89473684211,441,1
4.94736842105,50004,0
3.0,72,1
3.05,92,1
3.1,72,1
3.15,103,1
3.2,92,1
3.25,1722,1
3.3,215,1
3.35,101,1
3.4,189,1
3.45,467,1
3.5,108,1
3.55,1358,1
3.6,349,1
3.65,550,1
3.7,166,1
3.75,95,1
3.8,166,1
3.85,82,1
3.9,649,1
3.95,154,1
4.0,168,1
4.05,50004,0
4.1,195,1
4.15,595,1
4.2,137,1
4.25,50005,0
4.3,2439,1
4.35,50002,0
4.4,4131,1
4.45,134,1
4.5,797,1
4.55,50004,0
4.6,202,1
4.65,50008,0
4.7,658,1
4.75,158,1
4.8,224,1
4.85,50006,0
4.9,207,1
4.95,50006,0
3.0,91,1
3.04761904762,55,1
3.09523809524,112,1
3.14285714286,233,1
3.19047619048,78,1
3.2380952381,85,1
3.28571428571,80,1
3.33333333333,85,1
3.38095238095,204,1
3.42857142857,141,1
3.47619047619,82,1
3.52380952381,306,1
3.57142857143,200,1
3.61904761905,50004,0
3.66666666667,725,1
3.71428571429,572,1
3.7619047619,774,1
3.80952380952,259,1
3.85714285714,121,1
3.90476190476,69,1
3.95238095238,717,1
4.0,113,1
4.04761904762,216,1
4.09523809524,159,1
4.14285714286,430,1
4.19047619048,50003,0
4.2380952381,221,1
4.28571428571,1542,1
4.33333333333,50002,0
4.38095238095,50002,0
4.42857142857,1055,1
4.47619047619,118,1
4.52380952381,288,1
4.57142857143,168,1
4.61904761905,50005,0
4.66666666667,302,1
4.71428571429,4969,1
4.7619047619,50004,0
4.80952380952,50004,0
4.85714285714,421,1
4.90476190476,257,1
4.95238095238,50001,0
3.0,753,1
3.04545454545,242,1
3.09090909091,88,1
3.13636363636,76,1
3.18181818182,97,1
3.22727272727,349,1
3.27272727273,183,1
3.31818181818,128,1
3.36363636364,141,1
3.40909090909,285,1
3.45454545455,356,1
3.5,241,1
3.54545454545,303,1
3.59090909091,116,1
3.63636363636,1872,1
3.68181818182,285,1
3.72727272727,82,1
3.77272727273,339,1
3.81818181818,286,1
3.86363636364,385,1
3.90909090909,108,1
3.95454545455,1301,1
4.0,6892,1
4.04545454545,122,1
4.09090909091,760,1
4.13636363636,50004,0
4.18181818182,900,1
4.22727272727,401,1
4.27272727273,50001,0
4.31818181818,1193,1
4.36363636364,50006,0
4.40909090909,2701,1
4.45454545455,833,1
4.5,198,1
4.54545454545,1765,1
4.59090909091,50002,0
4.63636363636,388,1
4.68181818182,1592,1
4.72727272727,50001,0
4.77272727273,50007,0
4.81818181818,50004,0
4.86363636364,2236,1
4.90909090909,50002,0
4.95454545455,50004,0
3.0,70,1
3.04347826087,92,1
3.08695652174,93,1
3.13043478261,87,1
3.17391304348,1162,1
3.21739130435,529,1
3.26086956522,293,1
3.30434782609,81,1
3.34782608696,391,1
3.39130434783,217,1
3.4347826087,190,1
3.47826086957,1033,1
3.52173913043,727,1
3.5652173913,345,1
3.60869565217,269,1
3.65217391304,204,1
3.69565217391,1143,1
3.73913043478,805,1
3.78260869565,414,1
3.82608695652,564,1
3.86956521739,311,1
3.91304347826,217,1
3.95652173913,438,1
4.0,570,1
4.04347826087,381,1
4.08695652174,464,1
4.13043478261,50001,0
4.17391304348,50004,0
4.21739130435,849,1
4.26086956522,112,1
4.30434782609,1379,1
4.34782608696,1759,1
4.39130434783,99,1
4.4347826087,921,1
4.47826086957,265,1
4.52173913043,50004,0
4.5652173913,50007,0
4.60869565217,283,1
4.65217391304,50002,0
4.69565217391,50005,0
4.73913043478,50006,0
4.78260869565,180,1
4.82608695652,132,1
4.86956521739,50004,0
4.91304347826,50005,0
4.95652173913,50006,0
3.0,198,1
3.04166666667,185,1
3.08333333333,82,1
3.125,113,1
3.16666666667,360,1
3.20833333333,142,1
3.25,646,1
3.29166666667,174,1
3.33333333333,471,1
3.375,401,1
3.41666666667,97,1
3.45833333333,230,1
3.5,323,1
3.54166666667,273,1
3.58333333333,206,1
3.625,722,1
3.66666666667,247,1
3.70833333333,50001,0
3.75,50005,0
3.79166666667,512,1
3.83333333333,140,1
3.875,50004,0
3.91666666667,347,1
3.95833333333,2591,1
4.0,50003,0
4.04166666667,375,1
4.08333333333,50003,0
4.125,1544,1
4.16666666667,2794,1
4.20833333333,447,1
4.25,2319,1
4.29166666667,982,1
4.33333333333,915,1
4.375,50004,0
4.41666666667,908,1
4.45833333333,2350,1
4.5,50008,0
4.54166666667,50004,0
4.58333333333,50007,0
4.625,50003,0
4.66666666667,50002,0
4.70833333333,50001,0
4.75,544,1
4.79166666667,50002,0
4.83333333333,268,1
4.875,50002,0
4.91666666667,50002,0
4.95833333333,50001,0
3.0,229,1
3.04,113,1
3.08,159,1
3.12,190,1
3.16,1334,1
3.2,125,1
3.24,327,1
3.28,602,1
3.32,97,1
3.36,121,1
3.4,60,1
3.44,366,1
3.48,2517,1
3.52,142,1
3.56,4827,1
3.6,1399,1
3.64,584,1
3.68,514,1
3.72,273,1
3.76,129,1
3.8,798,1
3.84,102,1
3.88,529,1
3.92,1083,1
3.96,50005,0
4.0,1301,1
4.04,236,1
4.08,3903,1
4.12,113,1
4.16,1434,1
4.2,50004,0
4.24,50002,0
4.28,1048,1
4.32,158,1
4.36,50006,0
4.4,50003,0
4.44,50006,0
4.48,50004,0
4.52,50012,0
4.56,2463,1
4.6,267,1
4.64,434,1
4.68,907,1
4.72,894,1
4.76,50001,0
4.8,50005,0
4.84,50045,0
4.88,50003,0
4.92,50004,0
4.96,2612,1
3.0,184,1
3.03846153846,97,1
3.07692307692,113,1
3.11538461538,195,1
3.15384615385,129,1
3.19230769231,83,1
3.23076923077,1044,1
3.26923076923,259,1
3.30769230769,152,1
3.34615384615,412,1
3.38461538462,122,1
3.42307692308,92,1
3.46153846154,253,1
3.5,50003,0
3.53846153846,249,1
3.57692307692,124,1
3.61538461538,643,1
3.65384615385,540,1
3.69230769231,1271,1
3.73076923077,468,1
3.76923076923,607,1
3.80769230769,176,1
3.84615384615,461,1
3.88461538462,371,1
3.92307692308,690,1
3.96153846154,50005,0
4.0,468,1
4.03846153846,221,1
4.07692307692,50004,0
4.11538461538,50006,0
4.15384615385,194,1
4.19230769231,566,1
4.23076923077,50008,0
